source,primary_id,name,version,loader,file,weapon_suspect,category,path,length
aeronaftics,domum_ornamentum,Domum Ornamentum,${file.jarVersion},neoforge,domum-ornamentum-1.0.233-snapshot-main.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\domum-ornamentum-1.0.233-snapshot-main.jar,1156594
aeronaftics,draconicevolution,Draconic Evolution,3.1.4.632,neoforge,Draconic-Evolution-1.21.1-3.1.4.632.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Draconic-Evolution-1.21.1-3.1.4.632.jar,6045942
aeronaftics,drippyloadingscreen,Drippy Loading Screen,3.1.0,neoforge,drippyloadingscreen_neoforge_3.1.0_MC_1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\drippyloadingscreen_neoforge_3.1.0_MC_1.21.1.jar,172759
aeronaftics,dummmmmmy,MmmMmmMmmMmm,1.21-2.0.11,neoforge,dummmmmmy-1.21-2.0.11-neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\dummmmmmy-1.21-2.0.11-neoforge.jar,218920
aeronaftics,dungeoncrawl,Dungeon Crawl,2.3.17,neoforge,DungeonCrawl-NeoForge-1.21-2.3.17.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\DungeonCrawl-NeoForge-1.21-2.3.17.jar,738480
aeronaftics,dungeons_arise,When Dungeons Arise,2.1.68,neoforge,DungeonsArise-1.21.1-2.1.68-release.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\DungeonsArise-1.21.1-2.1.68-release.jar,11842679
aeronaftics,dyenamics,Dyenamics,1.21.1-3.4.2,neoforge,dyenamics-1.21.1-3.4.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\dyenamics-1.21.1-3.4.2.jar,1198641
aeronaftics,dyenamicsandfriends,Dyenamics and Friends,1.21.1-2.2.2,neoforge,dyenamicsandfriends-1.21.1-2.2.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\dyenamicsandfriends-1.21.1-2.2.2.jar,8361784
aeronaftics,dysoncubeproject,Dyson Cube Project,1.0.2,neoforge,dysoncubeproject-1.0.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\dysoncubeproject-1.0.2.jar,524489
aeronaftics,easy_villagers,Easy Villagers,1.21.1-1.1.41,neoforge,easy-villagers-neoforge-1.21.1-1.1.41.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\easy-villagers-neoforge-1.21.1-1.1.41.jar,456649
aeronaftics,edivadlib,EdivadLib,3.0.0,neoforge,EdivadLib-1.21-3.0.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\EdivadLib-1.21-3.0.0.jar,14133
aeronaftics,elevatorid,ElevatorMod,1.21.1-1.11.4,neoforge,elevatorid-neoforge-1.21.1-1.11.4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\elevatorid-neoforge-1.21.1-1.11.4.jar,191190
aeronaftics,enderdrives,EnderDrives,1.4.4,neoforge,enderdrives-neoforge-1.21.1-1.4.4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\enderdrives-neoforge-1.21.1-1.4.4.jar,317025
aeronaftics,enderio,Ender IO,8.2.5-beta,neoforge,enderio-8.2.5-beta.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\enderio-8.2.5-beta.jar,5724826
aeronaftics,endermanoverhaul,Enderman Overhaul,2.0.3,neoforge,endermanoverhaul-neoforge-1.21.1-2.0.3.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\endermanoverhaul-neoforge-1.21.1-2.0.3.jar,1330403
aeronaftics,enderstorage,EnderStorage,2.13.0.191,neoforge,EnderStorage-1.21.1-2.13.0.191.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\EnderStorage-1.21.1-2.13.0.191.jar,264089
aeronaftics,entangled,Entangled,1.3.21,neoforge,entangled-1.3.21-neoforge-mc1.21.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\entangled-1.3.21-neoforge-mc1.21.jar,130872
aeronaftics,eternal_starlight,Eternal Starlight,0.6.4+1.21.1+neoforge,neoforge,eternalstarlight-0.6.4%2B1.21.1%2Bneoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\eternalstarlight-0.6.4%2B1.21.1%2Bneoforge.jar,53483861
aeronaftics,everythingcopper,Everything is Copper,1.21.1-2.4.5,neoforge,everythingcopper-1.21.1-2.4.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\everythingcopper-1.21.1-2.4.5.jar,620493
aeronaftics,evilcraft,EvilCraft-Compat,1.1.0,neoforge,evilcraft-1.21.1-neoforge-1.2.84-834.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\evilcraft-1.21.1-neoforge-1.2.84-834.jar,2830818
aeronaftics,expandedae,Expanded AE,2.1.1,neoforge,expandedae-2.1.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\expandedae-2.1.1.jar,496713
aeronaftics,experiencelib,ExperienceLib,1.2.1,neoforge,experiencelib-1.21.1-1.2.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\experiencelib-1.21.1-1.2.1.jar,169856
aeronaftics,explorify,Explorify,1.6.4,forge,Explorify v1.6.4 f15-88.mod.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Explorify v1.6.4 f15-88.mod.jar,951495
aeronaftics,extended_industrialization,Extended Industrialization,1.15.35-1.21.1,neoforge,extended-industrialization-1.15.35-1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\extended-industrialization-1.15.35-1.21.1.jar,2255673
aeronaftics,extendedae,ExtendedAE,1.21-2.2.31-neoforge,neoforge,ExtendedAE-1.21-2.2.31-neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ExtendedAE-1.21-2.2.31-neoforge.jar,5551958
aeronaftics,extradisks,Extra Disks,1.21.1-4.0.14,neoforge,ExtraDisks-1.21.1-4.0.14.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ExtraDisks-1.21.1-4.0.14.jar,343038
aeronaftics,extrastorage,ExtraStorage,5.0.8,neoforge,ExtraStorage-1.21.1-5.0.8.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ExtraStorage-1.21.1-5.0.8.jar,384123
aeronaftics,extremesoundmuffler,Extreme Sound Muffler,3.55,neoforge,ExtremeSoundMuffler-3.55_NeoForge-1.21.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ExtremeSoundMuffler-3.55_NeoForge-1.21.jar,270217
aeronaftics,factory_blocks,Factory Blocks,1.4.0+mc1.21.1,neoforge,factory_blocks-neoforge-1.4.0+mc1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\factory_blocks-neoforge-1.4.0+mc1.21.1.jar,809234
aeronaftics,farmingforblockheads,Farming for Blockheads,21.1.12,neoforge,farmingforblockheads-neoforge-1.21.1-21.1.12.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\farmingforblockheads-neoforge-1.21.1-21.1.12.jar,829490
aeronaftics,fastbench,Fast Workbench,9.1.3,neoforge,FastWorkbench-1.21.1-9.1.3.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\FastWorkbench-1.21.1-9.1.3.jar,28635
aeronaftics,fastfurnace,FastFurnace,9.0.1,neoforge,FastFurnace-1.21.1-9.0.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\FastFurnace-1.21.1-9.0.1.jar,4623
aeronaftics,fastsuite,Fast Suite,6.0.7,neoforge,FastSuite-1.21.1-6.0.7.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\FastSuite-1.21.1-6.0.7.jar,28193
aeronaftics,fireproofboats,Fireproof Boats,1.21.1-1.0.4,neoforge,fireproofboats-1.21.1-1.0.4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\fireproofboats-1.21.1-1.0.4.jar,39734
aeronaftics,flickerfix,FlickerFix,6.1.0,neoforge,flickerfix-1.21.1-6.1.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\flickerfix-1.21.1-6.1.0.jar,4566
aeronaftics,fluxnetworks,Flux Networks,8.0.0,neoforge,FluxNetworks-1.21.1-8.0.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\FluxNetworks-1.21.1-8.0.0.jar,535938
aeronaftics,forbidden_arcanus,Forbidden Arcanus,2.6.1,neoforge,forbidden_arcanus-2.6.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\forbidden_arcanus-2.6.1.jar,3402083
aeronaftics,formations,Formations,1.0.4,neoforge,formations-1.0.4-neoforge-mc1.21.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\formations-1.0.4-neoforge-mc1.21.jar,287525
aeronaftics,formationsnether,Formations Nether,1.0.5,forge,formationsnether-1.0.5-mc1.21+.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\formationsnether-1.0.5-mc1.21+.jar,942046
aeronaftics,formationsoverworld,Formations Overworld,1.0.5,forge,formationsoverworld-1.0.5-mc1.21+.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\formationsoverworld-1.0.5-mc1.21+.jar,873370
aeronaftics,framedblocks,FramedBlocks,10.5.3,neoforge,FramedBlocks-10.5.3.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\FramedBlocks-10.5.3.jar,4301567
aeronaftics,framework,Framework,0.13.11,neoforge,framework-neoforge-1.21.1-0.13.11.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\framework-neoforge-1.21.1-0.13.11.jar,387334
aeronaftics,ftbchunks,FTB Chunks,2101.1.14,neoforge,ftb-chunks-neoforge-2101.1.14.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ftb-chunks-neoforge-2101.1.14.jar,642340
aeronaftics,ftbessentials,FTB Essentials,2101.1.9,neoforge,ftb-essentials-neoforge-2101.1.9.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ftb-essentials-neoforge-2101.1.9.jar,209459
aeronaftics,ftbfiltersystem,FTB Filter System,21.1.4,neoforge,ftb-filter-system-neoforge-21.1.4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ftb-filter-system-neoforge-21.1.4.jar,211671
aeronaftics,ftbjeiextras,FTB Jei Extras,21.1.7,neoforge,ftb-jei-extras-21.1.7.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ftb-jei-extras-21.1.7.jar,69759
aeronaftics,ftbquestslangsplitter,FTB Quests Lang Splitter,1.0.5,neoforge,ftbquestslangsplitter-1.0.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ftbquestslangsplitter-1.0.5.jar,201142
aeronaftics,ftbultimine,FTB Ultimine,2101.1.13,neoforge,ftb-ultimine-neoforge-2101.1.13.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ftb-ultimine-neoforge-2101.1.13.jar,176935
aeronaftics,ftbxmodcompat,FTB XMod Compat,21.1.8,neoforge,ftb-xmod-compat-neoforge-21.1.8.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ftb-xmod-compat-neoforge-21.1.8.jar,141328
aeronaftics,fuelgoeshere,Fuel Goes Here,1.21.1-1.2.0,neoforge,fuelgoeshere-1.21.1-1.2.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\fuelgoeshere-1.21.1-1.2.0.jar,7564
aeronaftics,functionalstorage,Functional Storage,${file.jarVersion},neoforge,functionalstorage-1.21.1-1.5.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\functionalstorage-1.21.1-1.5.5.jar,773728
aeronaftics,gateways,Gateways To Eternity,5.1.0,neoforge,GatewaysToEternity-1.21.1-5.1.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\GatewaysToEternity-1.21.1-5.1.0.jar,646451
aeronaftics,generatorgalore,Generator Galore,1.21.1-1.6.3,neoforge,generatorgalore-1.21.1-1.6.3.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\generatorgalore-1.21.1-1.6.3.jar,397687
aeronaftics,getittogetherdrops,"Get It Together, Drops!",${file.jarVersion},neoforge,getittogetherdrops-neoforge-1.21.5-1.4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\getittogetherdrops-neoforge-1.21.5-1.4.jar,8825
aeronaftics,glassential,Glassential-renewed,3.4.1,neoforge,Glassential-renewed-1.21.1-3.4.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Glassential-renewed-1.21.1-3.4.1.jar,683494
aeronaftics,glodium,Glodium,1.21-2.2-neoforge,neoforge,Glodium-1.21-2.2-neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Glodium-1.21-2.2-neoforge.jar,61377
aeronaftics,gmut,Gravitational Modulating Additional Unit,6.4,neoforge,GravitationalModulatingAdditionalUnit-1.21.1-6.4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\GravitationalModulatingAdditionalUnit-1.21.1-6.4.jar,40188
aeronaftics,guideme,GuideME,21.1.15,neoforge,guideme-21.1.15.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\guideme-21.1.15.jar,9309183
aeronaftics,hardenedarmadillos,Hardened Armadillos,1.21.1-0.2.0,neoforge,hardenedarmadillos-1.21.1-0.2.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\hardenedarmadillos-1.21.1-0.2.0.jar,10389
aeronaftics,hellish_trials,Hellish Trials,1.0.5,neoforge,HellishTrials-neoforge-1.0.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\HellishTrials-neoforge-1.0.5.jar,581988
aeronaftics,herbsandharvest,Mama's Herbs and Harvest,1.21.1-11,neoforge,herbsandharvest-1.21.1-11.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\herbsandharvest-1.21.1-11.jar,5894660
aeronaftics,heyberryshutup,Hey Berry! SHUT UP,1.21.0-2.0.4,neoforge,heyberryshutup-1.21.0-2.0.4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\heyberryshutup-1.21.0-2.0.4.jar,6186
aeronaftics,hostilenetworks,Hostile Neural Networks,6.3.0,neoforge,HostileNeuralNetworks-1.21.1-6.3.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\HostileNeuralNetworks-1.21.1-6.3.0.jar,323604
aeronaftics,iceandfire,Ice And Fire Community Edition,2.0-beta.15,neoforge,IceAndFireCE-2.0-beta.15-1.21.1-neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\IceAndFireCE-2.0-beta.15-1.21.1-neoforge.jar,20933691
aeronaftics,illagerwarship,Illager-Warship,1.0.1,neoforge,illagerwarship-1.0.1-neoforge-1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\illagerwarship-1.0.1-neoforge-1.21.1.jar,71280
aeronaftics,imfast,I'm Fast,1.0.2,neoforge,imfast-NEOFORGE-1.0.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\imfast-NEOFORGE-1.0.2.jar,4157
aeronaftics,immeng,Immersive Energistics,1.1.0-beta,neoforge,Immersive-Energistics-1.1.0-beta.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\Immersive-Energistics-1.1.0-beta.jar,40560
aeronaftics,immersiveengineering,Immersive Engineering,12.4.2-194,neoforge,ImmersiveEngineering-1.21.1-12.4.2-194.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ImmersiveEngineering-1.21.1-12.4.2-194.jar,14232121
aeronaftics,incontrol,InControl,${file.jarVersion},neoforge,incontrol-1.21-10.2.6.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\incontrol-1.21-10.2.6.jar,347280
aeronaftics,industrialforegoing,Industrial Foregoing,1.21-3.6.38,neoforge,industrialforegoing-1.21-3.6.38.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\industrialforegoing-1.21-3.6.38.jar,4630924
aeronaftics,industrialforegoingsouls,Industrial Foregoing Souls,1.10.7,neoforge,industrial-foregoing-souls-1.21.1-1.10.7.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\industrial-foregoing-souls-1.21.1-1.10.7.jar,136908
aeronaftics,industrialization_overdrive,Industrialization Overdrive,1.11.1+1.21.1,neoforge,industrialization_overdrive-1.11.1%2B1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\industrialization_overdrive-1.11.1%2B1.21.1.jar,119313
aeronaftics,integratedcrafting,IntegratedCrafting,1.4.5,neoforge,integratedcrafting-1.21.1-neoforge-1.4.5-539.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\integratedcrafting-1.21.1-neoforge-1.4.5-539.jar,377547
aeronaftics,integrateddynamics,IntegratedDynamics-Compat,1.0.0,neoforge,integrateddynamics-1.21.1-neoforge-1.32.3.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\integrateddynamics-1.21.1-neoforge-1.32.3.jar,4321955
aeronaftics,integratedscripting,IntegratedScripting,1.0.21,neoforge,integratedscripting-1.21.1-neoforge-1.0.21-339.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\integratedscripting-1.21.1-neoforge-1.0.21-339.jar,38503401
aeronaftics,integratedterminals,IntegratedTerminals-Compat,1.0.0,neoforge,integratedterminals-1.21.1-neoforge-1.6.28.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\integratedterminals-1.21.1-neoforge-1.6.28.jar,651373
aeronaftics,integratedtunnels,IntegratedTunnels-Compat,${file.jarVersion},neoforge,integratedtunnels-1.21.1-neoforge-1.9.4-606.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\integratedtunnels-1.21.1-neoforge-1.9.4-606.jar,682625
aeronaftics,interdimensionalwirelesstransmitter,Interdimensional Wireless Transmitter,1.21.1-0.1.5,neoforge,interdimensionalwirelesstransmitter-neoforge-1.21.1-0.1.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\interdimensionalwirelesstransmitter-neoforge-1.21.1-0.1.5.jar,141867
aeronaftics,invtweaks,Inventory Tweaks Refoxed,1.21.1-1.3.2,neoforge,invtweaks-1.21.1-1.3.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\invtweaks-1.21.1-1.3.2.jar,77127
aeronaftics,ironfurnaces,Iron Furnaces,4.3.2,neoforge,ironfurnaces-neoforge-1.21.1-4.3.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\ironfurnaces-neoforge-1.21.1-4.3.2.jar,576866
aeronaftics,ironjetpacks,Iron Jetpacks,8.0.11,neoforge,IronJetpacks-1.21.1-8.0.11.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\IronJetpacks-1.21.1-8.0.11.jar,154859
aeronaftics,irons_jewelry,Iron's Gems 'n Jewelry,1.21.1-1.6.1,neoforge,irons_jewelry-1.21.1-1.6.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\irons_jewelry-1.21.1-1.6.1.jar,715749
aeronaftics,irons_patreon_lib,Iron's Patreon Library,1.21.1-1.0.1,neoforge,irons_patreon_lib-1.21.1-1.0.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\irons_patreon_lib-1.21.1-1.0.1.jar,353965
aeronaftics,irons_spellbooks,Iron's Spells 'n Spellbooks,1.21.1-3.15.5,neoforge,irons_spellbooks-1.21.1-3.15.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\irons_spellbooks-1.21.1-3.15.5.jar,13568479
aeronaftics,itemcollectors,Item Collectors,1.1.10,neoforge,itemcollectors-1.1.10-neoforge-mc1.21.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\itemcollectors-1.1.10-neoforge-mc1.21.jar,100837
aeronaftics,jearchaeology,Just Enough Archaeology,1.21.1-1.2.0,neoforge,jearchaeology-1.21.1-1.2.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\jearchaeology-1.21.1-1.2.0.jar,53509
aeronaftics,jei_mekanism_multiblocks,Just Enough Mekanism Multiblocks,7.14,neoforge,JustEnoughMekanismMultiblocks-1.21.1-7.14.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\JustEnoughMekanismMultiblocks-1.21.1-7.14.jar,185202
aeronaftics,journeymap-wrongloader,Journeymap,1.21.1-6.0.0-beta.60,neoforge,journeymap-neoforge-1.21.1-6.0.0-beta.60.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\journeymap-neoforge-1.21.1-6.0.0-beta.60.jar,3644655
aeronaftics,jumpboat,Jumpy Boats,1.21.0-1.0.5,neoforge,jumpboat-1.21.0-1.0.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\jumpboat-1.21.0-1.0.5.jar,5328
aeronaftics,jupiter,Jupiter,2.3.7,neoforge,jupiter-2.3.7-1.21.1-neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\jupiter-2.3.7-1.21.1-neoforge.jar,278988
aeronaftics,justdirethings,Just Dire Things,1.5.7,neoforge,justdirethings-1.5.7.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\justdirethings-1.5.7.jar,2853190
aeronaftics,justenoughbreeding,Just Enough Breeding,1.6.2,neoforge,justenoughbreeding-neoforge-1.21-1.21.1-1.6.2.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\justenoughbreeding-neoforge-1.21-1.21.1-1.6.2.jar,134388
aeronaftics,justenoughprofessions,Just Enough Professions (JEP),${file.jarVersion},neoforge,JustEnoughProfessions-neoforge-1.21.1-4.0.4.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\JustEnoughProfessions-neoforge-1.21.1-4.0.4.jar,24449
aeronaftics,justzoom,Just Zoom,2.1.0,neoforge,justzoom_neoforge_2.1.0_MC_1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\justzoom_neoforge_2.1.0_MC_1.21.1.jar,43798
aeronaftics,keybindbundles,KeyBind Bundles,1.4.0,neoforge,keybindbundles-1.4.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\keybindbundles-1.4.0.jar,89565
aeronaftics,keybindspurger,KeybindsPurger,1.4.0,neoforge,KeybindsPurger-1.4.0-neoforge-1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\KeybindsPurger-1.4.0-neoforge-1.21.1.jar,39710
aeronaftics,kubejs,KubeJS,2101.7.2-build.348,neoforge,kubejs-neoforge-2101.7.2-build.348.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\kubejs-neoforge-2101.7.2-build.348.jar,2240610
aeronaftics,kubejstweaks,KubeJS Tweaks,1.0.6,neoforge,kubejstweaks-1.0.6.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\kubejstweaks-1.0.6.jar,421764
aeronaftics,laserbridges,Laser Bridges & Doors,5.3,neoforge,laserbridges-1.21.1-neoforge-5.3.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\laserbridges-1.21.1-neoforge-5.3.jar,199979
aeronaftics,laserio,LaserIO,1.9.11,neoforge,laserio-1.9.11.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\laserio-1.9.11.jar,1305285
aeronaftics,legendarytooltips,Legendary Tooltips,1.5.5,neoforge,LegendaryTooltips-1.21.1-neoforge-1.5.5.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\LegendaryTooltips-1.21.1-neoforge-1.5.5.jar,81808
aeronaftics,lionfishapi,lionfishapi,2.6,neoforge,lionfishapi-2.6.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\lionfishapi-2.6.jar,92312
aeronaftics,little_big_redstone,Little Big Redstone,1.5.2-beta-1.21.1,neoforge,little-big-redstone-1.5.2-beta-1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\little-big-redstone-1.5.2-beta-1.21.1.jar,1385906
aeronaftics,livingthings,Living Things,1.21.1-2.3.0,neoforge,livingthings-neoforge-1.21.1-2.3.0.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\livingthings-neoforge-1.21.1-2.3.0.jar,962953
aeronaftics,lmft,Load My F***ing Tags,1.1.1+1.21.9,forge,lmft-1.1.1+1.21.9-neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\lmft-1.1.1+1.21.9-neoforge.jar,78624
aeronaftics,luminax,Luminax,1.3.1,neoforge,luminax-1.3.1_neoforge_1.21.1.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\luminax-1.3.1_neoforge_1.21.1.jar,704672
aeronaftics,mahoutsukai,Mahou Tsukai,1.21.1-v1.36.26,neoforge,mahoutsukai-1.21.1-v1.36.26.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mahoutsukai-1.21.1-v1.36.26.jar,5044030
aeronaftics,mcjtylib,McJtyLib,${file.jarVersion},neoforge,mcjtylib-1.21-9.0.20.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mcjtylib-1.21-9.0.20.jar,699963
aeronaftics,mcwbridges,Macaw's Bridges,3.1.2,neoforge,mcw-bridges-3.1.2-mc1.21.1neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mcw-bridges-3.1.2-mc1.21.1neoforge.jar,661387
aeronaftics,mcwdoors,Macaw's Doors,1.1.5,neoforge,mcw-doors-1.1.5-mc1.21.1neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mcw-doors-1.1.5-mc1.21.1neoforge.jar,1190404
aeronaftics,mcwfences,Macaw's Fences and Walls,1.2.1,neoforge,mcw-mcwfences-1.2.1-mc1.21.1neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mcw-mcwfences-1.2.1-mc1.21.1neoforge.jar,673871
aeronaftics,mcwfurnitures,Macaw's Furniture,3.4.1,neoforge,mcw-furniture-3.4.1-mc1.21.1neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mcw-furniture-3.4.1-mc1.21.1neoforge.jar,2080436
aeronaftics,mcwholidays,Macaw's Holidays,1.1.2,neoforge,mcw-holidays-1.1.2-mc1.21.1neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mcw-holidays-1.1.2-mc1.21.1neoforge.jar,1012915
aeronaftics,mcwlights,Macaw's Lights and Lamps,1.1.5,neoforge,mcw-lights-1.1.5-mc1.21.1neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mcw-lights-1.1.5-mc1.21.1neoforge.jar,525744
aeronaftics,mcwpaths,Macaw's Paths and Pavings,1.1.1,neoforge,mcw-mcwpaths-1.1.1-mc1.21.1neoforge.jar,no,,C:\Users\teres\.minecraftx\instances\aeronaftics\mods\mcw-mcwpaths-1.1.1-mc1.21.1neoforge.jar,777742
